what,kind,bundleId,bundleVersion,description,time
started,bundle,org.eclipse.mylyn.monitor.ui,3.6.0.v20110608-1400,"org.eclipse.mylyn.monitor.ui",1469786430063
started,bundle,org.eclipse.mylyn.team.ui,3.6.1.v20110825-0100,"org.eclipse.mylyn.team.ui",1469786430063
started,bundle,org.eclipse.search,3.7.0.v20110505-0800,"org.eclipse.search",1469786430063
started,bundle,org.eclipse.team.core,3.6.0.I20110525-0800,"org.eclipse.team.core",1469786430063
started,bundle,org.eclipse.team.cvs.core,3.3.400.I20110510-0800,"org.eclipse.team.cvs.core",1469786430073
started,bundle,org.eclipse.team.cvs.ui,3.3.400.I20110510-0800,"org.eclipse.team.cvs.ui",1469786430073
started,bundle,org.eclipse.team.ui,3.6.100.I20110525-0800,"org.eclipse.team.ui",1469786430073
started,bundle,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui",1469786430073
started,bundle,org.eclipse.ui.console,3.5.100.v20110511,"org.eclipse.ui.console",1469786430073
started,bundle,org.eclipse.ui.editors,3.7.0.v20110517-0800,"org.eclipse.ui.editors",1469786430073
started,bundle,org.eclipse.ui.forms,3.5.100.v20110425,"org.eclipse.ui.forms",1469786430073
started,bundle,org.eclipse.ui.ide,3.7.0.v20110809-1737,"org.eclipse.ui.ide",1469786430093
started,bundle,org.eclipse.ui.net,1.2.100.I20110511-0800,"org.eclipse.ui.net",1469786430093
started,bundle,org.eclipse.ui.views,3.6.0.I20110412-0800,"org.eclipse.ui.views",1469786430093
started,bundle,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"org.eclipse.ui.workbench",1469786430093
started,bundle,org.eclipse.ui.workbench.texteditor,3.7.0.v20110505-0800,"org.eclipse.ui.workbench.texteditor",1469786430093
started,bundle,org.eclipse.update.configurator,3.3.100.v20100512,"org.eclipse.update.configurator",1469786430093
started,bundle,org.eclipse.update.core,3.2.500.v20110330,"org.eclipse.update.core",1469786430093
started,bundle,org.eclipse.update.scheduler,3.2.300.v20100512,"org.eclipse.update.scheduler",1469786430093
started,bundle,org.eclipse.wb.discovery.core,1.1.0.r37x201109091028,"org.eclipse.wb.discovery.core",1469786430093
started,bundle,org.eclipse.mylyn.bugzilla.core,3.6.2.v20110903-0100,"org.eclipse.mylyn.bugzilla.core",1469786430093
started,bundle,org.eclipse.mylyn.tasks.ui,3.6.2.v20110826-0100,"org.eclipse.mylyn.tasks.ui",1469786430093
os,sysinfo,,,"win32",1469786430103
arch,sysinfo,,,"x86_64",1469786430103
ws,sysinfo,,,"win32",1469786430103
locale,sysinfo,,,"en_US",1469786430103
processors,sysinfo,,,"4",1469786430103
java.runtime.name,sysinfo,,,"Java(TM) SE Runtime Environment",1469786430103
java.runtime.version,sysinfo,,,"1.8.0_71-b15",1469786430103
java.specification.name,sysinfo,,,"Java Platform API Specification",1469786430103
java.specification.vendor,sysinfo,,,"Oracle Corporation",1469786430103
java.specification.version,sysinfo,,,"1.8",1469786430103
java.vendor,sysinfo,,,"Oracle Corporation",1469786430103
java.version,sysinfo,,,"1.8.0_71",1469786430103
java.vm.info,sysinfo,,,"mixed mode",1469786430103
java.vm.name,sysinfo,,,"Java HotSpot(TM) 64-Bit Server VM",1469786430103
java.vm.specification.name,sysinfo,,,"Java Virtual Machine Specification",1469786430103
java.vm.specification.vendor,sysinfo,,,"Oracle Corporation",1469786430103
java.vm.specification.version,sysinfo,,,"1.8",1469786430103
java.vm.vendor,sysinfo,,,"Oracle Corporation",1469786430103
java.vm.version,sysinfo,,,"25.71-b15",1469786430103
started,bundle,org.eclipse.m2e.usagedata,1.0.100.20110804-1717,"org.eclipse.m2e.usagedata",1469786430103
started,bundle,org.eclipse.wb.discovery.ui,1.1.0.r37x201109091028,"org.eclipse.wb.discovery.ui",1469786430203
started,bundle,org.eclipse.mylyn.builds.ui,0.8.2.v20111209-0100,"org.eclipse.mylyn.builds.ui",1469786430203
started,bundle,com.stateofflow.eclipse.saveme,1.0.3.201104282140,"com.stateofflow.eclipse.saveme",1469786430213
opened,view,org.eclipse.ui.ide,3.7.0.v20110809-1737,"org.eclipse.ui.views.ProblemView",1469786432614
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1469786784664
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1469787203536
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1469787316499
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1469787320296
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1469787335757
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.paste",1469787345805
started,bundle,org.eclipse.wst.server.core,1.1.303.v20110816_1717,"org.eclipse.wst.server.core",1469787348079
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1469787348795
started,bundle,org.eclipse.wb.core.lib,1.1.0.r37x201109091012,"org.eclipse.wb.core.lib",1469787349021
started,bundle,org.eclipse.wb.core,1.1.0.r37x201109091012,"org.eclipse.wb.core",1469787349099
activated,view,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.PackageExplorer",1469787350775
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1469787356142
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1469787382913
opened,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1469787385988
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1469787386101
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1469787390159
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1469787390835
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1469787391077
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1469787399115
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1469787405684
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1469787409525
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1469787419420
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1469787423686
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1469787451860
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1469787563290
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1469787742453
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1469787775322
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1469787922995
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1469788391615
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1469788402646
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1469788634641
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1469788834237
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1469788839257
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1469788897732
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1469788902357
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1469789037541
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1469789088769
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1469789291739
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1469789313782
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1469789507444
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1469789633637
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1469789824857
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1469789950482
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1469790022827
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1469790407743
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1469790408959
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1469790576377
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1469790576894
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1469790581529
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1469790582892
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1469790585624
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1469790776785
started,bundle,org.eclipse.mylyn.ide.ui,3.6.0.v20110608-1400,"org.eclipse.mylyn.ide.ui",1469790797591
started,bundle,org.eclipse.mylyn.java.ui,3.6.0.v20110608-1400,"org.eclipse.mylyn.java.ui",1469790797631
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110505-0800,"org.eclipse.ui.edit.text.goto.lineEnd",1469790808685
executed,command,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.edit.text.java.open.editor",1469790823873
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1469790824565
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1469791276428
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.copy",1469791392393
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.paste",1469791394149
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.copy",1469791415895
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.paste",1469791418018
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.copy",1469791429522
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.paste",1469791434668
executed,command,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.edit.text.java.open.editor",1469791445629
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.copy",1469791448437
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.paste",1469791459072
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110505-0800,"org.eclipse.ui.edit.text.goto.lineEnd",1469791459821
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110505-0800,"org.eclipse.ui.edit.text.select.lineStart",1469791470989
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.copy",1469791471538
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110505-0800,"org.eclipse.ui.edit.text.goto.lineEnd",1469791471803
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.paste",1469791472477
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110505-0800,"org.eclipse.ui.edit.text.select.wordPrevious",1469791473295
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110505-0800,"org.eclipse.ui.edit.text.select.wordPrevious",1469791474174
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1469791478812
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.copy",1469791516206
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.paste",1469791523307
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.copy",1469791532894
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1469791533334
opened,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1469791536059
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1469791536183
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1469791542457
closed,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1469791542472
started,bundle,org.eclipse.mylyn.java.tasks,3.6.0.v20110608-1400,"org.eclipse.mylyn.java.tasks",1469791549728
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.paste",1469791549775
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1469791550498
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110505-0800,"org.eclipse.ui.edit.text.goto.lineStart",1469791576950
executed,command,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.edit.text.java.open.editor",1469791601000
opened,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1469791605165
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1469791605211
executed,command,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.edit.text.java.open.editor",1469791605243
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1469791610000
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110505-0800,"org.eclipse.ui.edit.text.goto.lineEnd",1469791622629
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110505-0800,"org.eclipse.ui.edit.text.goto.lineStart",1469791630846
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110505-0800,"org.eclipse.ui.edit.text.select.wordNext",1469791631463
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110505-0800,"org.eclipse.ui.edit.text.select.wordNext",1469791631697
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110505-0800,"org.eclipse.ui.edit.text.select.wordNext",1469791631900
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110505-0800,"org.eclipse.ui.edit.text.select.wordNext",1469791632103
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110505-0800,"org.eclipse.ui.edit.text.select.lineStart",1469791638594
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.copy",1469791639143
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110505-0800,"org.eclipse.ui.edit.text.goto.lineEnd",1469791639377
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.paste",1469791640016
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110505-0800,"org.eclipse.ui.edit.text.goto.lineEnd",1469791667692
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1469791681733
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1469791707220
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110505-0800,"org.eclipse.ui.edit.text.goto.lineStart",1469791720169
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110505-0800,"org.eclipse.ui.edit.text.goto.lineEnd",1469791724288
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110505-0800,"org.eclipse.ui.edit.text.goto.lineEnd",1469791729831
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110505-0800,"org.eclipse.ui.edit.text.goto.lineEnd",1469791759351
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1469791762399
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1469791763151
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1469791764764
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1469791871685
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1469791873614
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1469791876606
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.copy",1469791882826
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.paste",1469791884074
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1469791888308
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1469791915441
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1469791919021
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1469791919648
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1469791997008
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110505-0800,"org.eclipse.ui.edit.text.goto.lineEnd",1469792001604
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110505-0800,"org.eclipse.ui.edit.text.goto.lineEnd",1469792011067
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1469792077084
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1469792084884
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.copy",1469792168492
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.paste",1469792170902
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110505-0800,"org.eclipse.ui.edit.text.goto.lineEnd",1469792171481
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.copy",1469792181854
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.paste",1469792185612
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110505-0800,"org.eclipse.ui.edit.text.goto.lineStart",1469792186302
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110505-0800,"org.eclipse.ui.edit.text.goto.lineEnd",1469792187724
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1469792190863
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1469792215765
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110505-0800,"org.eclipse.ui.edit.text.goto.lineStart",1469792222429
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1469792234800
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.copy",1469792266882
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.paste",1469792268796
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.delete",1469792275523
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.copy",1469792283079
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.delete",1469792286144
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.paste",1469792286396
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110505-0800,"org.eclipse.ui.edit.text.goto.lineEnd",1469792286708
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1469792330892
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1469792331255
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1469792372193
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1469792400141
executed,command,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.edit.text.java.open.editor",1469792400173
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1469792415423
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1469792418943
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1469792425563
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1469792432919
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1469792436927
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.paste",1469792438335
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1469792439460
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1469792440443
